,Model,Neighbours,Distance,Weight,Trustworthiness,Accuracy,Bal. Accuracy,Cohen K,Matt. Corr. Coef
655,rf,90,0.2,0.2,0.9727726881215253,0.7734767025089606 +/- 0.038504516818689716,0.7075019502102835 +/- 0.0546668561465333,0.625989295582539 +/- 0.026999450439350002,0.6312098343702192 +/- 0.027005160074936592
656,ada_rf,90,0.2,0.2,0.9727726881215253,0.7727598566308244 +/- 0.03373616828959136,0.7026285057535058 +/- 0.0539785634555859,0.6095963874865222 +/- 0.022527311268777796,0.6142511066482759 +/- 0.022638288023462544
657,nn,90,0.2,0.2,0.9727726881215253,0.771326164874552 +/- 0.04149472539113842,0.7094448375698376 +/- 0.055829700657708065,0.6433165162422769 +/- 0.023959852804404404,0.6539651716340067 +/- 0.02328011178896082
658,knn,90,0.2,0.2,0.9727726881215253,0.7236559139784946 +/- 0.03528613120327039,0.6366928981512315 +/- 0.05522726752023815,0.579069757666213 +/- 0.019862785177406358,0.5878156480448146 +/- 0.018820400993742045
659,xg,90,0.2,0.2,0.9727726881215253,0.7637992831541218 +/- 0.038561423899253516,0.6827192098025432 +/- 0.057619720266682065,0.5708183798100042 +/- 0.029130044656495185,0.576881362594371 +/- 0.029277172972995123
660,rf,90,0.2,0.3,0.9592487602505492,0.8186379928315413 +/- 0.03228689026409233,0.7495568860152193 +/- 0.05506550629196959,0.7366065502505607 +/- 0.02124724325322202,0.7393333369796826 +/- 0.021008173775831855
661,ada_rf,90,0.2,0.3,0.9592487602505492,0.8161290322580645 +/- 0.029930887095446754,0.7497092028342028 +/- 0.05403087017997905,0.7113886920668451 +/- 0.019492171368781695,0.7145524218788644 +/- 0.019318492362151815
662,nn,90,0.2,0.3,0.9592487602505492,0.7978494623655914 +/- 0.03085568652589032,0.7198844750928084 +/- 0.05015922752767294,0.5682684343883511 +/- 0.01578419010694967,0.589845074097144 +/- 0.015492184270203132
663,knn,90,0.2,0.3,0.9592487602505492,0.771326164874552 +/- 0.02864910563820381,0.6831181164514498 +/- 0.04862778629701613,0.637824440203962 +/- 0.025976565517385024,0.6397648121336009 +/- 0.02584706846861477
664,xg,90,0.2,0.3,0.9592487602505492,0.8007168458781362 +/- 0.033260093128015554,0.7277541902541903 +/- 0.06082160935870036,0.7040568856338316 +/- 0.01795901453031897,0.7063829318189135 +/- 0.01799013927013879
665,rf,90,0.2,0.4,0.9278734966749278,0.8594982078853046 +/- 0.023614304818037942,0.7964610235443569 +/- 0.04344471325162122,0.8072910287325591 +/- 0.01679630276796024,0.808222529321529 +/- 0.016787042056786803
666,ada_rf,90,0.2,0.4,0.9278734966749278,0.8587813620071685 +/- 0.023916275990001526,0.7936411582244915 +/- 0.043251048429224795,0.8074907525145905 +/- 0.016728697725365768,0.8086554998225505 +/- 0.0168075461181025
667,nn,90,0.2,0.4,0.9278734966749278,0.853405017921147 +/- 0.021594796174038797,0.7905168519751853 +/- 0.038219436997868166,0.7860312820512326 +/- 0.020660917931998143,0.790559497158496 +/- 0.020272216375501657
668,knn,90,0.2,0.4,0.9278734966749278,0.8333333333333334 +/- 0.027918458374267426,0.7492922586672587 +/- 0.05028956100742005,0.6811870062303069 +/- 0.025476748893648846,0.6820462904974143 +/- 0.025374236933651362
669,xg,90,0.2,0.4,0.9278734966749278,0.8336917562724014 +/- 0.02862125942494483,0.7608608983608983 +/- 0.03909302842391311,0.7561900931271247 +/- 0.0187957293515143,0.7587999536556521 +/- 0.018747455655484597
670,rf,90,0.2,0.5,0.8947493002591392,0.9566308243727599 +/- 0.014254801295301534,0.9040549342632676 +/- 0.0360942512123363,0.9354815866712793 +/- 0.012199508496328317,0.9359186825921251 +/- 0.012098095140660148
671,ada_rf,90,0.2,0.5,0.8947493002591392,0.9559139784946237 +/- 0.01503521289352901,0.9014755691839025 +/- 0.04371120059227425,0.940793386814575 +/- 0.011742808311644055,0.9411472755475171 +/- 0.01168242794191667
672,nn,90,0.2,0.5,0.8947493002591392,0.9448028673835126 +/- 0.02011313410034013,0.8854532812866146 +/- 0.03912263613015033,0.9403190506103822 +/- 0.01009491899538498,0.9409850523342732 +/- 0.009982072166187881
673,knn,90,0.2,0.5,0.8947493002591392,0.9415770609318996 +/- 0.023572058428158137,0.8772552293385627 +/- 0.054367166263782435,0.8915972155386074 +/- 0.0145254889003857,0.8918368740113318 +/- 0.014589800708286207
674,xg,90,0.2,0.5,0.8947493002591392,0.9448028673835126 +/- 0.019096310988357415,0.8851404768071435 +/- 0.043230314793770055,0.9086634135705534 +/- 0.014852178240361067,0.9090910756117796 +/- 0.014690622981305178
675,rf,90,0.3,0.1,0.97495218225093,0.6978494623655914 +/- 0.036310744195719134,0.63110296339463 +/- 0.05246425855717709,0.5042958669541553 +/- 0.031199069739688116,0.5081048371098909 +/- 0.03100228909686168
676,ada_rf,90,0.3,0.1,0.97495218225093,0.7021505376344086 +/- 0.03595766871285539,0.6330892872559539 +/- 0.05751608792405344,0.5180157409159372 +/- 0.03201693340983784,0.5211938031232707 +/- 0.03185851720894024
677,nn,90,0.3,0.1,0.97495218225093,0.7229390681003585 +/- 0.041758115663566533,0.6410845712929046 +/- 0.05582109741945575,0.47976676399844703 +/- 0.029101055545042345,0.4892048917495428 +/- 0.029588879592631394
678,knn,90,0.3,0.1,0.97495218225093,0.6577060931899642 +/- 0.03660963309885595,0.572256948298615 +/- 0.06149311085700246,0.5027576961619217 +/- 0.02431399671462526,0.5113099122145689 +/- 0.022907802698104496
679,xg,90,0.3,0.1,0.97495218225093,0.6752688172043011 +/- 0.04359996853634279,0.6018503487253487 +/- 0.06137995314048144,0.5056224863240584 +/- 0.026773047226424967,0.5097311611375059 +/- 0.027157711429283877
680,rf,90,0.3,0.2,0.9762053172428843,0.7620071684587814 +/- 0.03879335632071957,0.6804596252512919 +/- 0.056772523537753604,0.6092985055485047 +/- 0.029136783987954423,0.6137136907343967 +/- 0.02895241712008215
681,ada_rf,90,0.3,0.2,0.9762053172428843,0.76415770609319 +/- 0.04081660859652723,0.680041062332729 +/- 0.06200064181649189,0.6234376680068658 +/- 0.027564349053254424,0.6269987367556752 +/- 0.027372911219502572
682,nn,90,0.3,0.2,0.9762053172428843,0.7483870967741936 +/- 0.033601965145947585,0.6555883930883931 +/- 0.0483776135118301,0.40403047290565797 +/- 0.026093197447242495,0.414648295795432 +/- 0.02599023204011791
683,knn,90,0.3,0.2,0.9762053172428843,0.7075268817204301 +/- 0.03937142924249866,0.6149205347122013 +/- 0.06023485383859778,0.589406913250594 +/- 0.019122387260252,0.592591311909564 +/- 0.01908131412509627
684,xg,90,0.3,0.2,0.9762053172428843,0.7487455197132616 +/- 0.035323773769130214,0.6649254295087629 +/- 0.05436605164578536,0.5892113121331725 +/- 0.02639131473350319,0.5918335010313802 +/- 0.026549861045691167
685,rf,90,0.3,0.3,0.9646266805479685,0.8046594982078853 +/- 0.030554880492254615,0.7444481444481444 +/- 0.04905591902856891,0.6776039222912025 +/- 0.020213978252072183,0.683331784639974 +/- 0.020092711304995913
686,ada_rf,90,0.3,0.3,0.9646266805479685,0.8032258064516129 +/- 0.030432852240642457,0.7426318280484947 +/- 0.05001527482110864,0.6815330902163027 +/- 0.017590040113296564,0.6857929425507392 +/- 0.01753667699068569
687,nn,90,0.3,0.3,0.9646266805479685,0.8 +/- 0.03784305740123852,0.7282234355151022 +/- 0.055593068248897266,0.46535905149297146 +/- 0.02651418560249513,0.501273593746754 +/- 0.02492611463643459
688,knn,90,0.3,0.3,0.9646266805479685,0.7405017921146954 +/- 0.03796227051517843,0.6417105271271938 +/- 0.05751415656974882,0.6199694324856595 +/- 0.02345287598550611,0.6260129868147163 +/- 0.022931628687258513
689,xg,90,0.3,0.3,0.9646266805479685,0.7752688172043011 +/- 0.033808966801137964,0.7007308663558663 +/- 0.05375808105285335,0.649771799614658 +/- 0.019701833998094186,0.658580173030443 +/- 0.01908009195304408
690,rf,90,0.3,0.4,0.9344854257913292,0.8129032258064516 +/- 0.03239373275374527,0.7505558870142204 +/- 0.055690180450429706,0.6817902990963804 +/- 0.025697956990533097,0.683492427466383 +/- 0.02550492961027538
691,ada_rf,90,0.3,0.4,0.9344854257913292,0.8150537634408602 +/- 0.03531436688931468,0.7535447191697192 +/- 0.060501841190450246,0.6880124846379377 +/- 0.027101079214013786,0.6900466165591036 +/- 0.026629774521331077
692,nn,90,0.3,0.4,0.9344854257913292,0.8075268817204301 +/- 0.03273044317156249,0.7464656100072766 +/- 0.05942315043856184,0.6620817482671345 +/- 0.01873444339197877,0.6721319832223472 +/- 0.017760948575950588
693,knn,90,0.3,0.4,0.9344854257913292,0.8010752688172043 +/- 0.030116795013964515,0.7225246204412871 +/- 0.0585016578710725,0.6295613642541429 +/- 0.027386467226556025,0.6318351578175451 +/- 0.02686192609015674
694,xg,90,0.3,0.4,0.9344854257913292,0.7992831541218638 +/- 0.03530683958092919,0.7354984521651189 +/- 0.05994778123226019,0.6990530159917726 +/- 0.028399646067794777,0.7012259016432643 +/- 0.028214686548899123
695,rf,90,0.3,0.5,0.9137739859027874,0.9501792114695341 +/- 0.016820746116535387,0.8928250761584094 +/- 0.03681433315371579,0.9249607489564136 +/- 0.013195784178545365,0.9255151361185107 +/- 0.013117833346509893
696,ada_rf,90,0.3,0.5,0.9137739859027874,0.9508960573476702 +/- 0.017102809029827512,0.890038279621613 +/- 0.03617084648467094,0.914515971047408 +/- 0.012548111161712528,0.9154434264702153 +/- 0.01237925995762268
697,nn,90,0.3,0.5,0.9137739859027874,0.9480286738351255 +/- 0.02057368771577281,0.8948463188046522 +/- 0.03799185828372487,0.9408598759179126 +/- 0.011183052223984214,0.9411538121014801 +/- 0.011093150675226414
698,knn,90,0.3,0.5,0.9137739859027874,0.9390681003584229 +/- 0.022114714370381976,0.8646307010890344 +/- 0.05057127794169663,0.877035695747077 +/- 0.01684849804162841,0.8777700981190678 +/- 0.01674058168869579
699,xg,90,0.3,0.5,0.9137739859027874,0.9433691756272402 +/- 0.02850960259060307,0.8872067361650695 +/- 0.04732311599799433,0.9093788730229632 +/- 0.015523524689691044,0.910519487621957 +/- 0.01523201408010281
700,rf,90,0.4,0.1,0.979720214854383,0.7247311827956989 +/- 0.04788808729649009,0.646118117993118 +/- 0.07216937461118657,0.5612635473735169 +/- 0.02989222866943958,0.5683708693471444 +/- 0.02994434413919298
701,ada_rf,90,0.4,0.1,0.979720214854383,0.7215053763440861 +/- 0.04591162956742228,0.6480502136752136 +/- 0.0699434929556761,0.5598066285192501 +/- 0.029702825803791258,0.566168817513089 +/- 0.029841953531551203
702,nn,90,0.4,0.1,0.979720214854383,0.7551971326164875 +/- 0.030240098682185895,0.660493672993673 +/- 0.04869415386158194,0.4213355056384533 +/- 0.025913839911245115,0.44596592168193766 +/- 0.025337875467870155
703,knn,90,0.4,0.1,0.979720214854383,0.6670250896057348 +/- 0.039882865933516545,0.5954664162997496 +/- 0.05762177075797845,0.4661289263520631 +/- 0.023477100826889172,0.4737464874495965 +/- 0.022318424518095955
704,xg,90,0.4,0.1,0.979720214854383,0.7211469534050179 +/- 0.041686446997503505,0.6470538335121668 +/- 0.058885117292308886,0.5393034243588216 +/- 0.023958369305072856,0.5478536069400815 +/- 0.023703304458436644
705,rf,90,0.4,0.2,0.9769002348608788,0.7419354838709677 +/- 0.03388553106057355,0.6515763942847276 +/- 0.04691394479290866,0.5914325962067185 +/- 0.027125018322599077,0.5991927580755229 +/- 0.027293378926212676
706,ada_rf,90,0.4,0.2,0.9769002348608788,0.7437275985663082 +/- 0.036391174859341444,0.6550270716937384 +/- 0.05329169048913155,0.5794623537908782 +/- 0.03103894589728838,0.5863551535457406 +/- 0.031124998100175227
707,nn,90,0.4,0.2,0.9769002348608788,0.7236559139784946 +/- 0.030563578152690438,0.6261831918081918 +/- 0.041610247278850945,0.49581693149944567 +/- 0.0283062632995376,0.5025001718081816 +/- 0.0281798836093679
708,knn,90,0.4,0.2,0.9769002348608788,0.6989247311827957 +/- 0.04301075268817206,0.6250238958572292 +/- 0.0581452554817347,0.5515800125778022 +/- 0.02737145175133499,0.5639847345192486 +/- 0.026530147849288886
709,xg,90,0.4,0.2,0.9769002348608788,0.7351254480286739 +/- 0.036544232749312754,0.6439809418976086 +/- 0.04619869745784844,0.5871730329114719 +/- 0.02508618909777442,0.5927357235656165 +/- 0.025317319587301705
710,rf,90,0.4,0.3,0.9688500064170905,0.7752688172043011 +/- 0.03345332261787947,0.6862242310158977 +/- 0.04666642545814126,0.6673231678638625 +/- 0.021955063486393877,0.6725119634282677 +/- 0.021688553384132572
711,ada_rf,90,0.4,0.3,0.9688500064170905,0.7767025089605735 +/- 0.03774635961226144,0.6793070355570355 +/- 0.05275809625498737,0.6539505899545841 +/- 0.02399116532290186,0.6606392797789731 +/- 0.023692341105765492
712,nn,90,0.4,0.3,0.9688500064170905,0.7806451612903226 +/- 0.037737556617759335,0.6944485684069017 +/- 0.053025896501075094,0.619968036660286 +/- 0.021113034457144592,0.6294436231583533 +/- 0.020292303557589295
713,knn,90,0.4,0.3,0.9688500064170905,0.7405017921146954 +/- 0.03314000574667156,0.6447599083015749 +/- 0.05728114548951116,0.5964098939120953 +/- 0.025410434271332875,0.6026179610304813 +/- 0.025759182664671965
714,xg,90,0.4,0.3,0.9688500064170905,0.7537634408602151 +/- 0.04368675290823499,0.6558640819057486 +/- 0.05780957108180156,0.6677665572289924 +/- 0.029800879500349733,0.6700039115658291 +/- 0.0296950881875808
715,rf,90,0.4,0.4,0.9436972541802595,0.8146953405017922 +/- 0.033848252158106044,0.7332678124344791 +/- 0.045364471246853104,0.7114194179741934 +/- 0.02117703318993151,0.7130090300432501 +/- 0.0209063223010914
716,ada_rf,90,0.4,0.4,0.9436972541802595,0.8103942652329749 +/- 0.03486938108589441,0.726035268743602 +/- 0.051479643211733,0.7146764281908552 +/- 0.01899375416069219,0.7169007839368627 +/- 0.018644051481093944
717,nn,90,0.4,0.4,0.9436972541802595,0.8114695340501792 +/- 0.02733883986412784,0.73577425660759 +/- 0.05133353059088955,0.6919325795980663 +/- 0.023006956643508013,0.6965522479976085 +/- 0.022493916349848313
718,knn,90,0.4,0.4,0.9436972541802595,0.7681003584229391 +/- 0.03301344387056343,0.6660876931710265 +/- 0.051358667528601534,0.5923180032430209 +/- 0.028313463633520202,0.5974938997500169 +/- 0.028020937735259165
719,xg,90,0.4,0.4,0.9436972541802595,0.8057347670250896 +/- 0.037026536693471446,0.7171213431630098 +/- 0.056385992383269475,0.7070753968281819 +/- 0.017972996718839274,0.7117168594334189 +/- 0.017185774977956134
720,rf,90,0.4,0.5,0.9148601746097274,0.9301075268817204 +/- 0.02324276012332603,0.8738197759031092 +/- 0.040526354868299266,0.8841185204356619 +/- 0.015875514699130424,0.886979438599759 +/- 0.015329981460859381
721,ada_rf,90,0.4,0.5,0.9148601746097274,0.9315412186379928 +/- 0.022498984238682577,0.8768806425056425 +/- 0.037693323968361475,0.8890436424981959 +/- 0.015429123237256676,0.8914205002612551 +/- 0.015025955705494339
722,nn,90,0.4,0.5,0.9148601746097274,0.9197132616487456 +/- 0.031027490117267468,0.8700446544196544 +/- 0.05569255225034661,0.9186762487244209 +/- 0.016112026575314596,0.9196325127282596 +/- 0.01590434064225429
723,knn,90,0.4,0.5,0.9148601746097274,0.9043010752688172 +/- 0.025934363506067253,0.8213357630024296 +/- 0.05570029014736256,0.8453440018691247 +/- 0.017847988536183686,0.846974726300762 +/- 0.01745811160084466
724,xg,90,0.4,0.5,0.9148601746097274,0.9175627240143369 +/- 0.02653966031327989,0.8585648148148148 +/- 0.04976607134788965,0.8991233333431852 +/- 0.011031163391584548,0.9007380824886991 +/- 0.010654482495423183
725,rf,90,0.5,0.1,0.9811237460611343,0.7021505376344086 +/- 0.033667159953976525,0.6570202559785893 +/- 0.04643043662776701,0.5268518370063769 +/- 0.026552881291809362,0.5319586207625878 +/- 0.026394689483193498
726,ada_rf,90,0.5,0.1,0.9811237460611343,0.707168458781362 +/- 0.03203274830913069,0.6548732902899569 +/- 0.04929941377422119,0.5244947990687268 +/- 0.025008185601571257,0.5310864015734593 +/- 0.02542393010118389
727,nn,90,0.5,0.1,0.9811237460611343,0.6311827956989248 +/- 0.040543825115995885,0.5526179838679839 +/- 0.05466552311460502,0.3700883050935133 +/- 0.03051242875149266,0.37610425822412 +/- 0.030865874365618964
728,knn,90,0.5,0.1,0.9811237460611343,0.6415770609318996 +/- 0.043041640126758395,0.577000777000777 +/- 0.06423809605203819,0.4464316634805151 +/- 0.028782443084646905,0.46071935101067785 +/- 0.02878281733211541
729,xg,90,0.5,0.1,0.9811237460611343,0.6853046594982078 +/- 0.037878159029600615,0.6257909528742862 +/- 0.04467553968064081,0.4819330241963303 +/- 0.02237429323741697,0.4873012172375367 +/- 0.022586197298392556
730,rf,90,0.5,0.2,0.9778517990324789,0.7240143369175627 +/- 0.04458853689810505,0.671456591248258 +/- 0.054946862481933284,0.5469185543186343 +/- 0.029396068302124163,0.5511439912935485 +/- 0.029140815925531763
731,ada_rf,90,0.5,0.2,0.9778517990324789,0.7211469534050179 +/- 0.04081660859652722,0.6697774062357396 +/- 0.053229553639824,0.5801749225212206 +/- 0.02640964161739202,0.5829745010643047 +/- 0.02642673918490012
732,nn,90,0.5,0.2,0.9778517990324789,0.7430107526881721 +/- 0.04124576603482247,0.6915177029760363 +/- 0.048105909537264235,0.5954987673389438 +/- 0.02421845542602297,0.6010787738980629 +/- 0.024224617843062207
733,knn,90,0.5,0.2,0.9778517990324789,0.6774193548387096 +/- 0.04596804007822011,0.5990567303067302 +/- 0.05955599355334799,0.5052536606107279 +/- 0.022341393346615397,0.5120632886014836 +/- 0.021725814750343884
734,xg,90,0.5,0.2,0.9778517990324789,0.7182795698924731 +/- 0.04745318821894986,0.6693521756021756 +/- 0.061972182027203386,0.5963956092273732 +/- 0.021029056717170952,0.6000503988549799 +/- 0.021548514840475312
735,rf,90,0.5,0.3,0.973714522408619,0.739426523297491 +/- 0.03477779012699709,0.6590796549129883 +/- 0.05070006863506367,0.5812860703827087 +/- 0.025347827071080135,0.5844210524582064 +/- 0.02541813330998866
736,ada_rf,90,0.5,0.3,0.973714522408619,0.742652329749104 +/- 0.044552756335783955,0.66207457665791 +/- 0.055167802489759846,0.5632196212096819 +/- 0.024795555245793924,0.5677363664907904 +/- 0.024597310667653437
737,nn,90,0.5,0.3,0.973714522408619,0.7569892473118279 +/- 0.040489704337513976,0.6576443232693232 +/- 0.06341220952489303,0.5670080067101514 +/- 0.023532451655092688,0.5697753795228886 +/- 0.023566558579011063
738,knn,90,0.5,0.3,0.973714522408619,0.7060931899641577 +/- 0.035306839580929186,0.624358550400217 +/- 0.05738380740776917,0.4671874522596577 +/- 0.035011059721697685,0.4738490014370939 +/- 0.0342581828826764
739,xg,90,0.5,0.3,0.973714522408619,0.7240143369175628 +/- 0.035867004212335206,0.6462571764655098 +/- 0.06004430593513518,0.5731746126041136 +/- 0.02435223926100621,0.5752998320983139 +/- 0.02425013823579358
740,rf,90,0.5,0.4,0.9443851106820695,0.8172043010752689 +/- 0.03219620815141627,0.7530923551756885 +/- 0.046476260182956454,0.677749546096583 +/- 0.01760061510682802,0.6827429908523569 +/- 0.01706341610351791
741,ada_rf,90,0.5,0.4,0.9443851106820695,0.821505376344086 +/- 0.03239373275374526,0.756890331890332 +/- 0.048579617220510254,0.6811471206031956 +/- 0.019238280243720735,0.684836699543664 +/- 0.018945137404199053
742,nn,90,0.5,0.4,0.9443851106820695,0.8240143369175628 +/- 0.03417646636714049,0.7707800301550302 +/- 0.05830382022913801,0.7209700297296205 +/- 0.01672532228472498,0.7242466121648969 +/- 0.016773403996122756
743,knn,90,0.5,0.4,0.9443851106820695,0.7706093189964157 +/- 0.028425572139839424,0.6807728922312255 +/- 0.049266984553926564,0.6365789534514624 +/- 0.02462484435452438,0.6397336840369564 +/- 0.02432908316974137
744,xg,90,0.5,0.4,0.9443851106820695,0.7989247311827957 +/- 0.03790095765505928,0.7306933036099703 +/- 0.06382298584678914,0.6548307022602406 +/- 0.017130203904713214,0.6627369659695654 +/- 0.016317049289205708
745,rf,90,0.5,0.5,0.8879574887446087,0.9448028673835125 +/- 0.020699265816032892,0.8956864508947843 +/- 0.03657919078460213,0.904112618693496 +/- 0.012827072427869258,0.9052825239202489 +/- 0.012634736096379343
746,ada_rf,90,0.5,0.5,0.8879574887446087,0.9448028673835126 +/- 0.023748988257083367,0.9006481558564892 +/- 0.036762180787945006,0.8938901996559121 +/- 0.013142820270303942,0.8955348715410396 +/- 0.01295725038412949
747,nn,90,0.5,0.5,0.8879574887446087,0.9365591397849462 +/- 0.021754214777688737,0.8890894599227933 +/- 0.0399229878348601,0.8613468351437161 +/- 0.01835201630245314,0.8644622417072398 +/- 0.01745071203013087
748,knn,90,0.5,0.5,0.8879574887446087,0.9243727598566308 +/- 0.025954852834569234,0.8541192218275552 +/- 0.055752541949141386,0.8863507505836804 +/- 0.016774434336942513,0.8867352868949114 +/- 0.01676033543069993
749,xg,90,0.5,0.5,0.8879574887446087,0.9372759856630825 +/- 0.024952394195691216,0.887651661609995 +/- 0.04252801362124378,0.8887081531606309 +/- 0.0134861293616184,0.8904992480238854 +/- 0.01324521153234457
